"patch1.before","patch2.before","patch1.after","patch2.after"
76,47,69,54
70,49,67,52
78,61,71,68
81,50,73,58
79,40,58,61
97,51,78,70
74,43,64,53
91,50,75,66
59,56,52,63
68,55,61,62
85,58,76,67
82,48,69,61
72,51,63,60
72,46,63,55
78,55,72,61
83,45,80,48
74,58,68,64
101,45,89,57
82,49,72,59
85,55,77,63
83,60,79,64
78,42,68,52
76,43,66,53
84,61,81,64
83,49,72,60
87,51,82,56
87,39,76,50
99,59,91,67
94,47,90,51
63,44,56,51
73,47,58,62
77,52,72,57
77,38,63,52
86,53,76,63
95,42,78,59
72,56,72,56
82,49,74,57
73,57,66,64
75,59,76,58
81,67,71,77
85,49,79,55
76,59,72,63
87,45,74,58
76,49,72,53
80,56,74,62
78,50,72,56
94,61,90,65
93,48,87,54
91,47,75,63
75,45,71,49
85,63,79,69
71,43,66,48
72,51,73,50
65,42,61,46
78,41,72,47
72,42,61,53
69,72,65,76
71,33,65,39
80,50,74,56
91,43,79,55
81,45,74,52
83,52,81,54
97,54,86,65
80,52,75,57
72,54,74,52
66,58,66,58
82,47,71,58
84,33,74,43
75,61,73,63
81,51,68,64
86,51,76,61
98,56,84,70
90,51,87,54
74,49,62,61
73,51,69,55
69,46,58,57
73,51,68,56
93,41,81,53
79,55,76,58
84,51,77,58
81,50,74,57
76,45,68,53
69,63,66,66
95,42,91,46
68,55,68,55
59,41,52,48
81,44,69,56
82,41,71,52
81,54,68,67
96,50,87,59
57,53,59,51
85,55,71,69
78,47,69,56
87,57,79,65
81,43,75,49
77,48,73,52
89,41,80,50
85,43,70,58
88,52,76,64
76,46,67,55
72,54,64,62
79,45,69,55
82,60,72,70
79,42,69,52
88,44,76,56
91,43,65,69
79,52,75,56
80,56,76,60
80,43,72,51
83,51,72,62
75,58,61,72
76,52,75,53
95,45,77,63
77,41,71,47
84,45,78,51
85,52,68,69
90,47,78,59
72,49,56,65
83,58,68,73
95,35,85,45
74,64,70,68
81,43,63,61
72,51,63,60
76,39,62,53
81,57,73,65
81,58,77,62
92,60,76,76
67,47,61,53
81,47,73,55
80,43,69,54
78,44,70,52
65,49,62,52
81,47,72,56
77,47,69,55
86,45,77,54
74,54,68,60
85,45,77,53
73,45,59,59
95,60,85,70
87,40,73,54
64,47,60,51
85,52,73,64
87,61,73,75
73,70,75,68
87,62,84,65
82,53,79,56
89,55,83,61
70,45,64,51
73,46,60,59
87,38,71,54
83,46,74,55
86,44,70,60
81,53,72,62
82,58,79,61
79,47,69,57
79,35,69,45
87,40,79,48
71,41,72,40
87,43,78,52
72,47,66,53
88,51,79,60
85,40,64,61
66,55,56,65
81,56,73,64
81,55,77,59
80,52,64,68
92,38,76,54
77,44,71,50
87,57,72,72
70,52,64,58
85,45,74,56
75,42,66,51
72,56,74,54
68,38,59,47
71,45,57,59
86,46,68,64
73,47,72,48
81,46,72,55
79,51,74,56
68,47,60,55
79,43,67,55
67,35,61,41
87,43,78,52
64,65,65,64
83,63,81,65
83,50,68,65
94,51,83,62
102,50,85,67
89,44,78,55
84,61,76,69
84,44,80,48
75,47,73,49
86,40,71,55
79,41,66,54
76,43,67,52
61,44,61,44
80,46,72,54
78,60,73,65
90,43,72,61
79,49,62,66
85,55,77,63
75,49,65,59
79,39,63,55
85,63,73,75
73,67,72,68
74,51,73,52
76,48,68,56
100,61,91,70
81,62,73,70
75,58,65,68
77,46,68,55
95,52,80,67
71,54,66,59
77,46,65,58
86,56,76,66
79,47,73,53
74,46,65,55
85,42,70,57
84,54,79,59
77,56,70,63
74,56,73,57
82,59,75,66
85,53,75,63
72,47,69,50
82,51,77,56
72,54,61,65
94,40,84,50
78,61,71,68
74,54,67,61
93,56,88,61
75,70,73,72
69,58,60,67
75,49,69,55
79,59,84,54
72,52,68,56
74,47,74,47
72,41,61,52
75,47,71,51
78,45,77,46
83,53,67,69
87,43,75,55
74,45,67,52
99,51,85,65
70,40,70,40
84,41,74,51
83,54,78,59
84,51,78,57
77,50,82,45
75,44,63,56
105,60,92,73
92,49,77,64
80,46,75,51
71,52,71,52
79,60,83,56
81,50,70,61
75,67,71,71
78,46,73,51
65,40,60,45
82,38,66,54
69,48,56,61
83,52,73,62
85,46,79,52
92,45,83,54
87,47,73,61
73,53,64,62
69,47,59,57
75,60,70,65
76,33,61,48
84,42,71,55
67,54,63,58
96,59,79,76
81,36,72,45
83,57,80,60
76,45,72,49
72,57,69,60
65,62,71,56
79,50,77,52
78,45,79,44
79,57,66,70
81,52,70,63
60,43,57,46
80,37,71,46
88,47,87,48
79,55,80,54
79,53,79,53
71,52,69,54
102,59,86,75
85,52,80,57
86,50,79,57
74,47,65,56
67,57,64,60
66,58,65,59
84,48,79,53
81,51,71,61
84,56,84,56
68,43,55,56
81,42,70,53
74,51,66,59
78,47,75,50
77,46,68,55
87,40,76,51
68,48,65,51
83,63,74,72
93,57,75,75
66,49,66,49
73,50,67,56
86,57,76,67
84,52,71,65
87,48,84,51
73,46,66,53
74,56,73,57
83,59,78,64
77,57,67,67
103,46,85,64
74,44,63,55
79,49,71,57
75,57,73,59
63,41,61,43
91,55,79,67
73,46,71,48
77,48,61,64
75,32,64,43
79,47,72,54
62,43,56,49
63,54,58,59
81,50,69,62
87,50,81,56
69,47,60,56
75,45,75,45
84,56,79,61
84,50,75,59
86,58,79,65
85,49,67,67
75,41,70,46
81,47,76,52
83,56,80,59
72,46,61,57
65,40,67,38
83,51,67,67
84,44,75,53
97,46,81,62
78,52,77,53
78,54,70,62
80,60,67,73
90,42,79,53
76,49,62,63
79,58,71,66
82,49,67,64
77,51,61,67
86,56,75,67
79,55,65,69
83,56,78,61
80,47,64,63
69,49,72,46
76,49,69,56
80,58,70,68
72,44,61,55
75,40,66,49
83,49,81,51
82,38,72,48
80,47,74,53
61,46,59,48
85,35,71,49
87,51,72,66
90,54,67,77
81,43,80,44
77,47,67,57
60,63,55,68
67,50,62,55
94,66,81,79
74,55,71,58
81,64,84,61
73,55,72,56
76,70,75,71
62,51,58,55
89,52,79,62
79,42,61,60
71,50,69,52
72,54,66,60
79,49,68,60
81,43,73,51
71,58,70,59
82,49,76,55
89,51,81,59
89,50,80,59
81,63,73,71
81,56,83,54
66,68,61,73
90,47,78,59
94,44,69,69
60,71,63,68
71,63,67,67
89,51,81,59
84,47,73,58
89,54,84,59
69,54,62,61
76,53,71,58
90,48,77,61
71,46,65,52
88,42,77,53
77,42,66,53
87,52,80,59
76,53,78,51
78,50,61,67
87,39,70,56
91,44,76,59
58,56,67,47
88,53,76,65
61,50,57,54
83,57,70,70
85,38,72,51
77,58,74,61
91,42,72,61
73,49,67,55
82,43,73,52
82,54,72,64
68,56,63,61
86,53,78,61
67,55,63,59
83,63,75,71
80,42,74,48
80,60,65,75
87,65,78,74
73,61,65,69
60,57,64,53
105,59,84,80
94,53,85,62
79,38,63,54
78,45,69,54
82,40,60,62
65,66,71,60
75,40,64,51
74,51,72,53
71,53,66,58
95,58,82,71
88,51,81,58
84,46,79,51
76,35,66,45
89,53,80,62
65,58,58,65
76,49,61,64
67,61,65,63
74,59,71,62
82,53,78,57
82,54,71,65
69,39,58,50
75,38,65,48
81,58,66,73
75,54,65,64
62,42,61,43
83,42,71,54
69,59,63,65
73,38,59,52
69,56,70,55
78,44,71,51
90,45,71,64
71,39,58,52
90,49,69,70
83,52,74,61
87,53,78,62
78,52,71,59
99,44,85,58
80,46,70,56
65,49,62,52
87,61,77,71
79,55,77,57
90,46,81,55
71,46,63,54
88,61,78,71
80,50,69,61
89,60,85,64
93,46,79,60
81,46,71,56
74,52,61,65
82,51,73,60
82,63,74,71
74,55,62,67
93,51,91,53
79,65,78,66
87,42,77,52
75,39,69,45
83,42,73,52
83,59,81,61
78,36,65,49
92,63,78,77
87,61,79,69
77,58,87,48
89,63,79,73
73,58,73,58
66,60,64,62
81,37,70,48
84,54,76,62
73,48,66,55
83,53,75,61
92,42,84,50
93,51,83,61
78,56,70,64
76,61,75,62
70,48,57,61
90,63,86,67
73,48,73,48
55,38,47,46
82,55,78,59
80,41,71,50
70,59,65,64
75,49,69,55
89,44,72,61
80,47,68,59
81,38,65,54
72,58,67,63
82,43,83,42
74,41,62,53
77,50,62,65
83,45,76,52
74,56,78,52
77,51,71,57
88,33,66,55
79,48,68,59
90,45,75,60
85,57,78,64
92,63,83,72
80,51,73,58
76,48,71,53
104,48,97,55
83,42,75,50
72,55,67,60
86,53,75,64
77,53,66,64
84,54,79,59
71,41,65,47
79,55,71,63
65,53,64,54
78,58,78,58
91,45,79,57
83,56,75,64
75,57,69,63
80,45,68,57
87,51,71,67
71,48,64,55
84,46,72,58
73,36,64,45
73,38,68,43
91,54,85,60
87,49,84,52
71,64,67,68
78,44,62,60
75,54,66,63
85,50,71,64
80,56,79,57
98,46,80,64
87,35,76,46
88,51,79,60
95,44,80,59
84,34,69,49
80,52,76,56
97,53,80,70
77,63,71,69
78,65,74,69
71,42,59,54
75,53,65,63
78,43,72,49
70,50,73,47
76,59,75,60
81,44,77,48
82,44,72,54
84,42,76,50
90,45,77,58
79,43,73,49
89,38,76,51
78,41,72,47
66,54,66,54
77,54,74,57
85,56,81,60
92,47,83,56
79,42,73,48
75,56,66,65
76,47,66,57
76,33,62,47
88,39,75,52
86,38,71,53
72,60,74,58
73,63,65,71
102,56,94,64
75,52,69,58
83,49,70,62
84,58,82,60
72,49,66,55
83,55,79,59
84,56,75,65
79,65,81,63
88,69,82,75
82,42,71,53
61,54,63,52
81,39,70,50
70,46,68,48
86,42,75,53
81,40,67,54
95,51,79,67
82,47,74,55
77,65,64,78
77,52,64,65
75,58,66,67
81,51,79,53
73,62,74,61
79,57,72,64
70,55,64,61
78,60,71,67
94,41,87,48
69,51,60,60
74,61,69,66
85,50,86,49
74,43,64,53
73,44,65,52
84,53,75,62
90,45,76,59
72,49,68,53
73,51,76,48
69,52,62,59
70,45,63,52
82,52,82,52
86,49,78,57
83,57,72,68
84,45,76,53
69,61,70,60
68,47,63,52
91,46,77,60
87,54,80,61
76,47,66,57
91,45,76,60
89,43,74,58
79,55,76,58
66,58,66,58
90,60,75,75
78,41,68,51
81,49,76,54
80,38,68,50
84,55,72,67
69,60,67,62
77,46,68,55
75,57,67,65
84,42,79,47
80,40,65,55
69,56,69,56
75,46,65,56
98,44,83,59
87,47,72,62
64,48,53,59
88,42,66,64
72,41,68,45
81,50,68,63
71,57,69,59
83,46,62,67
87,51,76,62
73,49,70,52
81,48,76,53
75,65,69,71
81,45,75,51
65,49,61,53
66,52,62,56
80,51,72,59
86,63,79,70
75,42,62,55
88,58,80,66
102,52,88,66
76,55,64,67
83,44,69,58
80,46,69,57
99,49,85,63
79,52,68,63
76,50,65,61
72,50,74,48
87,48,72,63
68,63,69,62
74,42,71,45
87,42,78,51
84,47,73,58
85,51,72,64
77,46,70,53
75,48,65,58
78,49,68,59
75,41,66,50
74,47,70,51
76,63,77,62
94,37,83,48
68,59,53,74
82,50,71,61
92,46,75,63
91,38,80,49
90,56,79,67
78,55,77,56
83,58,80,61
88,68,69,87
72,48,72,48
85,57,74,68
70,56,65,61
97,49,84,62
71,60,72,59
88,54,76,66
78,46,64,60
69,56,67,58
87,51,67,71
74,65,64,75
90,39,77,52
84,45,72,57
76,57,74,59
84,45,70,59
72,50,72,50
86,44,71,59
87,48,77,58
66,56,63,59
73,60,77,56
80,48,61,67
78,56,66,68
72,35,65,42
71,52,74,49
72,57,68,61
91,47,82,56
72,48,61,59
77,56,70,63
75,51,75,51
73,50,66,57
75,55,73,57
86,55,78,63
75,43,67,51
83,49,78,54
98,71,93,76
80,44,70,54
90,53,78,65
84,47,72,59
64,43,60,47
81,49,74,56
59,43,56,46
74,38,65,47
67,38,60,45
91,43,82,52
85,49,75,59
78,41,72,47
85,62,84,63
77,44,75,46
75,47,69,53
78,54,71,61
85,45,71,59
74,59,70,63
77,52,72,57
93,49,84,58
89,52,73,68
94,55,93,56
87,44,69,62
73,38,69,42
76,48,60,64
72,49,67,54
90,45,85,50
83,46,75,54
78,39,64,53
76,35,67,44
69,44,60,53
72,48,67,53
69,53,68,54
86,42,79,49
64,58,61,61
73,49,69,53
73,48,73,48
77,47,82,42
60,64,60,64
78,59,72,65
89,40,84,45
79,64,78,65
77,57,73,61
78,52,71,59
86,51,74,63
80,47,60,67
76,48,69,55
73,64,76,61
84,55,83,56
88,52,83,57
88,64,84,68
68,54,60,62
72,54,58,68
76,45,70,51
86,50,74,62
91,52,79,64
57,53,56,54
71,37,63,45
71,45,74,42
70,42,62,50
77,39,70,46
83,49,73,59
83,56,69,70
89,63,72,80
69,44,61,52
83,49,79,53
80,45,74,51
86,45,68,63
75,49,68,56
74,53,79,48
84,54,78,60
83,48,72,59
75,47,72,50
90,55,76,69
75,49,68,56
85,49,64,70
89,51,81,59
92,49,89,52
68,50,60,58
72,49,66,55
76,50,68,58
78,52,70,60
81,51,76,56
70,52,64,58
73,58,69,62
81,46,73,54
79,46,74,51
94,57,86,65
94,49,75,68
72,51,69,54
83,60,68,75
85,54,76,63
78,51,71,58
72,56,66,62
70,51,64,57
66,41,60,47
90,61,77,74
91,51,86,56
77,55,75,57
79,50,75,54
65,46,63,48
76,60,78,58
76,50,67,59
77,47,73,51
72,57,76,53
67,56,63,60
74,50,68,56
71,38,64,45
91,45,72,64
80,37,66,51
67,55,71,51
72,48,64,56
89,43,77,55
76,50,71,55
77,45,68,54
80,52,64,68
75,46,70,51
78,44,61,61
96,44,88,52
80,53,76,57
86,42,74,54
78,57,74,61
82,55,80,57
75,50,74,51
85,56,86,55
87,41,78,50
80,36,67,49
80,60,77,63
73,65,70,68
100,53,77,76
77,54,74,57
77,52,68,61
81,47,73,55
82,45,65,62
72,48,61,59
105,51,91,65
91,47,73,65
86,40,75,51
95,63,81,77
85,42,69,58
73,59,67,65
86,49,74,61
72,56,73,55
94,44,72,66
78,41,72,47
80,48,69,59
75,51,69,57
79,49,64,64
82,62,77,67
76,44,63,57
78,66,76,68
87,50,75,62
89,55,74,70
77,50,70,57
83,33,67,49
77,60,67,70
83,49,78,54
79,57,81,55
71,50,69,52
100,50,87,63
101,47,82,66
92,52,77,67
73,50,75,48
86,51,74,63
85,54,81,58
89,49,79,59
75,46,72,49
84,48,74,58
86,61,75,72
88,63,80,71
87,44,84,47
84,51,71,64
91,57,81,67
81,64,75,70
63,47,62,48
103,52,90,65
75,58,72,61
68,45,65,48
85,41,72,54
82,41,69,54
98,60,88,70
80,57,72,65
93,59,85,67
81,50,72,59
81,52,71,62
73,41,65,49
86,62,84,64
91,46,74,63
91,49,70,70
92,44,76,60
73,48,63,58
97,52,87,62
73,47,67,53
86,55,79,62
80,50,64,66
83,42,76,49
76,53,76,53
66,51,63,54
76,64,76,64
79,43,59,63
84,48,68,64
72,56,71,57
76,43,68,51
79,59,69,69
76,54,70,60
90,48,77,61
65,52,65,52
86,46,73,59
85,49,70,64
75,56,66,65
72,49,60,61
69,43,63,49
96,68,82,82
86,53,76,63
83,55,78,60
58,53,57,54
78,48,60,66
94,36,84,46
76,55,68,63
90,61,75,76
83,52,84,51
95,58,87,66
72,59,73,58
78,45,69,54
98,42,91,49
79,52,68,63
71,55,63,63
84,50,69,65
83,40,74,49
71,67,68,70
75,53,69,59
85,51,69,67
83,58,67,74
78,44,71,51
68,51,68,51
64,51,68,47
78,58,79,57
72,51,71,52
73,46,70,49
96,49,80,65
77,56,73,60
76,51,68,59
113,45,91,67
82,49,72,59
87,44,72,59
69,48,62,55
87,42,71,58
87,47,78,56
83,58,75,66
72,48,65,55
90,38,74,54
94,55,84,65
96,41,79,58
96,42,84,54
78,51,78,51
73,50,61,62
76,60,72,64
96,63,85,74
72,49,69,52
97,57,88,66
85,56,79,62
87,52,69,70
83,48,69,62
75,45,71,49
77,61,72,66
70,56,62,64
86,55,73,68
89,47,83,53
77,60,75,62
77,50,76,51
88,49,75,62
74,32,66,40
81,52,72,61
91,54,85,60
96,51,87,60
67,59,72,54
75,49,72,52
64,52,65,51
84,55,77,62
67,59,67,59
78,40,61,57
100,50,85,65
76,63,70,69
90,29,67,52
64,67,67,64
74,40,66,48
89,45,77,57
89,47,81,55
82,53,73,62
82,51,67,66
85,54,77,62
76,50,72,54
81,46,68,59
92,57,82,67
78,49,68,59
65,39,57,47
81,49,65,65
75,54,76,53
74,60,75,59
73,52,69,56
79,47,71,55
84,58,74,68
67,50,61,56
83,52,70,65
64,45,57,52
80,54,67,67
93,51,86,58
79,26,67,38
80,46,77,49
90,56,93,53
66,46,70,42
70,47,70,47
92,51,84,59
86,41,70,57
85,44,70,59
88,34,69,53
71,37,58,50
86,50,68,68
87,54,67,74
70,60,64,66
67,48,58,57
87,50,89,48
75,51,68,58
79,47,68,58
97,56,97,56
86,46,75,57
75,53,69,59
80,48,66,62
73,51,63,61
74,57,70,61
66,45,60,51
79,53,70,62
68,52,66,54
72,47,66,53
79,39,67,51
90,45,76,59
75,63,67,71
77,51,65,63
89,51,86,54
76,55,73,58
91,51,70,72
91,54,79,66
86,47,73,60
63,48,58,53
75,35,65,45
88,58,78,68
76,58,68,66
99,44,84,59
75,59,71,63
75,59,74,60
86,53,79,60
89,46,74,61
74,50,69,55
83,53,76,60
64,61,62,63
63,56,53,66
79,48,78,49
79,59,79,59
77,56,75,58
77,54,59,72
101,61,88,74
78,55,78,55
77,47,74,50
97,60,91,66
79,57,81,55
71,33,60,44
89,50,81,58
67,43,62,48
62,50,62,50
80,50,73,57
84,53,83,54
90,42,76,56
76,53,58,71
85,41,76,50
94,67,87,74
79,58,78,59
66,45,58,53
75,70,76,69
82,57,83,56
88,56,76,68
81,58,85,54
76,64,75,65
68,42,68,42
65,54,65,54
92,40,75,57
70,52,65,57
72,40,64,48
74,62,68,68
88,50,80,58
76,38,65,49
77,52,71,58
74,49,72,51
76,50,56,70
96,49,77,68
98,44,84,58
86,48,87,47
57,70,62,65
81,56,73,64
67,59,61,65
91,49,78,62
86,43,71,58
75,58,67,66
64,45,65,44
82,40,75,47
98,51,86,63
64,53,59,58
87,55,86,56
83,30,68,45
82,48,72,58
73,41,67,47
83,48,64,67
82,42,70,54
80,50,69,61
82,48,74,56
80,44,71,53
72,49,70,51
79,45,70,54
76,53,66,63
88,44,82,50
97,58,88,67
67,44,67,44
76,56,77,55
80,61,79,62
84,56,77,63
79,45,75,49
85,44,78,51
94,47,80,61
83,57,77,63
67,47,65,49
83,52,75,60
83,66,71,78
70,48,67,51
77,47,65,59
67,51,63,55
73,48,70,51
80,63,73,70
69,45,62,52
91,44,73,62
83,41,69,55
80,60,72,68
80,48,61,67
75,58,65,68
91,46,78,59
71,44,61,54
87,56,71,72
72,56,59,69
85,50,77,58
84,48,79,53
82,61,69,74
98,44,87,55
87,55,79,63
84,40,76,48
94,46,81,59
80,46,64,62
93,48,83,58
92,51,79,64
79,52,73,58
80,49,64,65
70,42,59,53
90,43,73,60
80,39,75,44
81,58,73,66
68,48,64,52
71,56,65,62
88,51,80,59
82,45,72,55
77,55,73,59
79,36,58,57
93,45,75,63
77,40,73,44
80,55,75,60
61,59,59,61
87,45,79,53
79,63,77,65
77,32,66,43
77,51,71,57
74,53,63,64
77,62,68,71
72,45,62,55
65,46,62,49
86,46,70,62
72,51,69,54
87,53,74,66
95,52,85,62
80,48,70,58
102,49,83,68
90,46,82,54
89,49,73,65
83,59,78,64
86,62,91,57
70,42,65,47
74,54,65,63
77,44,72,49
77,45,67,55
91,49,77,63
77,54,73,58
68,47,66,49
89,36,73,52
68,60,70,58
81,60,77,64
66,54,66,54
91,48,84,55
71,61,61,71
71,65,71,65
82,50,72,60
87,47,68,66
80,54,81,53
76,52,69,59
85,52,76,61
64,49,61,52
86,55,87,54
76,70,75,71
76,46,75,47
91,49,84,56
90,61,86,65
86,50,69,67
78,46,78,46
94,45,88,51
92,57,79,70
96,48,82,62
76,62,65,73
73,66,70,69
89,44,75,58
77,50,68,59
81,41,66,56
76,52,68,60
80,39,67,52
83,49,74,58
71,38,62,47
77,49,70,56
87,40,74,53
75,54,67,62
89,47,72,64
90,47,80,57
78,55,68,65
78,46,78,46
73,42,63,52
70,53,59,64
83,40,72,51
86,37,75,48
78,56,62,72
76,57,68,65
76,54,66,64
73,49,68,54
83,63,86,60
91,45,76,60
85,42,77,50
76,67,69,74
78,63,67,74
71,44,60,55
81,47,74,54
76,35,63,48
87,47,71,63
81,61,78,64
77,53,78,52
68,44,60,52
71,61,66,66
86,50,80,56
54,62,57,59
89,53,80,62
83,43,71,55
84,50,74,60
73,50,68,55
87,51,79,59
88,43,71,60
80,51,74,57
100,48,85,63
77,44,66,55
89,58,81,66
79,60,82,57
91,61,88,64
76,50,75,51
84,48,73,59
67,58,63,62
74,45,66,53
82,41,65,58
89,55,75,69
86,57,73,70
84,53,74,63
79,45,77,47
88,36,66,58
96,48,82,62
81,49,80,50
94,53,80,67
83,40,71,52
70,41,64,47
77,54,63,68
62,39,56,45
77,56,65,68
87,42,73,56
85,68,82,71
81,55,74,62
93,48,78,63
80,47,73,54
78,51,77,52
77,50,66,61
84,45,83,46
80,46,66,60
80,40,70,50
77,37,64,50
85,55,76,64
85,54,68,71
64,50,64,50
84,50,80,54
94,51,79,66
68,48,71,45
83,60,80,63
66,49,64,51
85,50,80,55
77,44,72,49
91,42,72,61
93,46,77,62
73,61,66,68
79,54,73,60
85,39,73,51
78,48,60,66
78,44,78,44
79,50,62,67
67,54,61,60
95,47,77,65
73,47,65,55
75,58,71,62
93,41,84,50
69,56,71,54
66,60,57,69
64,58,62,60
65,47,64,48
100,43,78,65
80,69,75,74
79,49,76,52
99,52,80,71
98,60,84,74
75,49,64,60
91,49,76,64
87,56,71,72
86,54,76,64
81,44,78,47
81,46,71,56
78,59,71,66
73,60,69,64
93,59,83,69
81,49,74,56
85,40,68,57
84,53,75,62
84,42,70,56
81,45,72,54
85,57,68,74
80,66,69,77
75,40,59,56
81,36,65,52
86,67,85,68
82,43,67,58
70,58,72,56
82,42,65,59
79,61,75,65
75,44,68,51
76,50,67,59
107,56,90,73
73,42,62,53
81,48,80,49
68,47,64,51
73,55,70,58
70,51,62,59
74,59,73,60
75,48,76,47
70,41,57,54
74,49,62,61
75,45,66,54
81,63,77,67
97,43,79,61
70,45,63,52
92,40,77,55
77,51,67,61
80,53,72,61
68,42,57,53
71,51,73,49
80,51,75,56
76,53,63,66
86,39,76,49
72,54,61,65
90,41,81,50
70,49,64,55
78,45,67,56
88,40,79,49
72,55,68,59
91,56,81,66
91,53,76,68
59,53,68,44
95,51,90,56
80,58,72,66
82,50,66,66
62,48,60,50
74,42,68,48
93,43,76,60
80,54,69,65
88,59,84,63
76,55,65,66
94,59,85,68
95,54,88,61
73,54,71,56
79,48,68,59
84,48,76,56
65,44,57,52
89,42,80,51
75,44,71,48
82,41,75,48
84,61,79,66
81,65,81,65
72,50,64,58
75,41,65,51
78,44,73,49
96,43,80,59
69,47,69,47
87,54,71,70
82,51,68,65
76,61,64,73
87,40,79,48
75,60,67,68
81,57,72,66
82,51,79,54
89,42,74,57
69,53,67,55
81,47,76,52
73,39,66,46
66,47,50,63
80,50,71,59
79,56,84,51
101,50,86,65
88,51,78,61
72,59,61,70
92,56,75,73
68,36,58,46
86,63,74,75
79,69,75,73
71,55,63,63
77,58,67,68
62,56,62,56
87,48,76,59
94,40,83,51
77,60,62,75
69,52,62,59
79,41,65,55
79,44,71,52
70,51,66,55
81,53,74,60
89,54,74,69
73,40,62,51
79,54,77,56
83,46,72,57
86,53,79,60
83,54,73,64
82,44,69,57
88,45,73,60
76,63,74,65
86,53,69,70
83,45,68,60
80,52,76,56
65,48,63,50
96,38,81,53
75,43,66,52
72,55,64,63
81,51,69,63
85,51,73,63
80,53,79,54
73,57,67,63
88,38,79,47
72,61,66,67
86,71,77,80
79,49,78,50
91,45,80,56
79,36,69,46
79,50,74,55
83,47,76,54
82,62,70,74
66,72,69,69
90,63,85,68
72,50,64,58
81,52,81,52
110,50,91,69
75,51,73,53
85,41,79,47
58,56,59,55
81,62,77,66
70,60,61,69
80,51,74,57
80,43,78,45
88,60,72,76
96,41,81,56
73,59,70,62
77,45,72,50
76,49,66,59
88,56,86,58
74,43,61,56
91,50,80,61
84,42,74,52
73,51,70,54
75,46,73,48
94,50,79,65
89,44,69,64
80,41,68,53
81,52,81,52
71,50,62,59
68,58,67,59
72,37,67,42
85,48,75,58
96,42,81,57
79,47,76,50
74,47,61,60
82,44,67,59
83,49,65,67
88,49,76,61
70,44,70,44
73,47,71,49
73,44,67,50
82,46,76,52
75,55,62,68
66,48,73,41
77,56,69,64
71,55,69,57
85,49,88,46
80,46,71,55
94,56,83,67
92,48,79,61
89,53,68,74
82,38,73,47
92,52,77,67
75,57,75,57
88,44,76,56
83,47,70,60
77,61,74,64
74,38,68,44
72,45,66,51
66,56,65,57
77,49,72,54
76,45,68,53
69,53,62,60
84,52,76,60
77,50,68,59
86,55,79,62
81,47,77,51
77,43,69,51
101,41,77,65
77,51,75,53
86,50,80,56
83,42,70,55
81,58,72,67
81,45,72,54
69,45,60,54
90,49,77,62
77,54,70,61
88,40,77,51
81,60,77,64
67,39,59,47
75,50,72,53
100,41,85,56
79,47,66,60
91,56,84,63
94,49,83,60
85,47,78,54
92,47,80,59
82,56,75,63
80,56,79,57
79,60,69,70
84,43,72,55
83,53,77,59
90,49,78,61
81,55,73,63
78,49,69,58
97,59,82,74
78,58,70,66
98,54,79,73
76,43,61,58
78,32,67,43
82,59,71,70
57,40,48,49
78,51,71,58
71,48,66,53
101,48,91,58
94,52,79,67
68,57,66,59
89,40,74,55
91,51,72,70
88,39,81,46
90,52,74,68
86,46,79,53
94,49,74,69
76,62,75,63
87,44,76,55
91,45,73,63
74,50,71,53
91,47,82,56
70,49,66,53
90,56,77,69
68,46,61,53
75,52,69,58
79,54,75,58
93,50,87,56
87,41,74,54
68,58,68,58
97,50,76,71
85,49,75,59
80,47,66,61
72,63,76,59
70,54,61,63
89,37,75,51
93,50,73,70
74,51,66,59
78,50,75,53
67,44,57,54
84,48,78,54
78,52,66,64
84,65,84,65
83,57,66,74
69,49,63,55
84,58,68,74
73,42,67,48
71,56,66,61
87,50,78,59
62,46,56,52
71,54,64,61
63,44,58,49
75,39,72,42
79,55,69,65
77,47,64,60
74,50,68,56
78,53,72,59
63,37,56,44
71,43,64,50
85,43,77,51
84,47,76,55
95,44,81,58
84,43,72,55
73,48,63,58
87,47,71,63
77,48,69,56
86,47,71,62
82,52,74,60
77,58,74,61
75,56,67,64
91,52,72,71
97,49,84,62
71,48,69,50
67,53,69,51
72,36,59,49
71,41,75,37
66,44,62,48
92,43,81,54
91,52,84,59
75,46,64,57
79,37,68,48
92,56,77,71
75,55,72,58
82,59,79,62
96,63,77,82
81,51,74,58
77,55,69,63
79,50,71,58
96,48,75,69
90,58,84,64
77,42,74,45
80,47,73,54
73,54,65,62
86,51,78,59
85,46,80,51
89,45,81,53
74,68,64,78
80,40,71,49
95,49,72,72
73,51,67,57
79,40,67,52
67,48,59,56
85,55,78,62
79,40,62,57
89,44,80,53
97,48,83,62
75,49,62,62
86,50,82,54
80,48,82,46
79,43,73,49
74,61,72,63
66,57,55,68
84,43,74,53
77,52,75,54
89,35,80,44
77,42,66,53
90,47,74,63
72,45,71,46
83,51,67,67
66,48,60,54
69,49,61,57
68,43,68,43
74,54,68,60
86,45,76,55
73,51,61,63
82,41,69,54
80,44,79,45
77,59,75,61
65,62,60,67
76,54,64,66
65,55,61,59
66,48,65,49
82,48,79,51
72,43,65,50
71,47,69,49
76,44,69,51
61,46,56,51
67,37,64,40
77,50,68,59
66,49,63,52
94,47,87,54
89,55,78,66
85,50,77,58
82,47,72,57
77,39,64,52
72,52,68,56
76,52,69,59
81,49,72,58
100,56,82,74
83,46,68,61
81,48,77,52
94,46,81,59
